0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,53.387708,0.000000,53.730235,0.000000,0.040000
1.871664,2.134682,5.078430,8.192681,2.078472,5.139358,53.387708,65.058342,53.730235,60.565453,0.069000
1.871664,2.134682,5.078430,8.192681,2.078472,5.139358,54.488355,65.058342,53.585450,60.565453,0.107000
1.790130,1.823472,5.107763,8.051602,1.904071,5.125596,54.488355,65.234976,53.585450,59.890468,0.135000
1.790130,1.823472,5.107763,8.051602,1.904071,5.125596,53.579050,65.234976,53.790075,59.890468,0.170000
1.804384,1.843342,5.096349,8.048196,1.896797,5.117480,53.579050,63.283362,53.790075,60.708201,0.198000
1.804384,1.843342,5.096349,8.048196,1.896797,5.117480,54.545420,63.283362,53.401217,60.708201,0.233000
1.797747,1.828094,5.102733,8.047689,1.897944,5.116798,54.545420,63.547556,53.401217,60.725787,0.261000
1.797747,1.828094,5.102733,8.047689,1.897944,5.116798,54.864444,63.547556,53.470433,60.725787,0.296000
1.805090,1.832711,5.083611,8.052347,1.895202,5.142114,54.864444,61.207997,53.470433,62.788304,0.325000
1.805090,1.832711,5.083611,8.052347,1.895202,5.142114,54.344597,61.207997,52.498458,62.788304,0.356000
1.792915,1.823667,5.097835,8.050727,1.904693,5.140709,54.344597,62.903509,52.498458,62.789363,0.385000
1.792915,1.823667,5.097835,8.050727,1.904693,5.140709,52.992391,62.903509,53.324110,62.789363,0.421000
1.799264,1.838773,5.094164,8.055688,1.900399,5.140457,52.992391,63.388184,53.324110,62.940875,0.449000
1.799264,1.838773,5.094164,8.055688,1.900399,5.140457,53.929023,63.388184,52.487564,62.940875,0.484000
1.799028,1.831910,5.095231,8.055256,1.905601,5.143705,53.929023,63.077672,52.487564,62.526275,0.511000
1.799028,1.831910,5.095231,8.055256,1.905601,5.143705,54.242987,63.077672,52.738487,62.526275,0.549000
1.808785,1.851202,5.094381,8.054722,1.911045,5.139974,54.242987,63.543690,52.738487,62.242858,0.579000
1.808785,1.851202,5.094381,8.054722,1.911045,5.139974,53.746060,63.543690,52.683874,62.242858,0.622000
1.799398,1.837802,5.101889,8.059050,1.911958,5.138678,53.746060,66.151575,52.683874,61.777310,0.650000
1.799398,1.837802,5.101889,8.059050,1.911958,5.138678,54.130098,66.151575,52.460117,61.777310,0.684000
1.803666,1.826584,5.068229,8.105621,1.909372,5.146758,54.130098,65.921197,52.460117,61.169027,0.715000
1.803666,1.826584,5.068229,8.105621,1.909372,5.146758,55.736184,65.921197,52.417668,61.169027,0.748000
1.784967,1.950205,4.860390,8.112770,2.057380,5.013808,55.736184,65.303617,52.417668,62.351744,0.776000
1.784967,1.950205,4.860390,8.112770,2.057380,5.013808,55.537952,65.303617,53.546940,62.351744,0.810000
1.779879,2.118099,4.612703,8.190577,2.158586,5.000798,55.537952,63.407053,53.546940,64.197248,0.838000
1.779879,2.118099,4.612703,8.190577,2.158586,5.000798,51.912935,63.407053,53.461703,64.197248,0.874000
1.820290,2.287134,4.404656,8.274811,2.165026,4.969544,51.912935,61.448949,53.461703,63.192819,0.905000
1.820290,2.287134,4.404656,8.274811,2.165026,4.969544,54.528153,61.448949,53.580758,63.192819,0.936000
1.787000,2.438736,4.293388,8.287099,2.159805,4.957394,54.528153,62.221676,53.580758,63.131791,0.963000
1.787000,2.438736,4.293388,8.287099,2.159805,4.957394,54.575863,62.221676,53.555111,63.131791,0.996000
1.818012,2.486477,4.128573,8.230385,2.194836,4.617470,54.575863,52.829093,53.555111,64.231434,1.023000
1.818012,2.486477,4.128573,8.230385,2.194836,4.617470,55.203792,52.829093,55.066482,64.231434,1.059000
1.898062,2.551629,4.018511,8.588702,2.818234,4.367888,55.203792,58.313565,55.066482,67.426137,1.087000
1.898062,2.551629,4.018511,8.588702,2.818234,4.367888,54.185920,58.313565,55.376610,67.426137,1.122000
1.931734,2.560355,3.980108,8.623451,2.940426,4.283471,54.185920,62.870751,55.376610,67.466015,1.149000
1.931734,2.560355,3.980108,8.623451,2.940426,4.283471,54.185419,62.870751,54.975560,67.466015,1.185000
1.956226,2.558389,3.933496,8.799816,3.121670,4.202167,54.185419,58.020623,54.975560,67.517091,1.215000
1.956226,2.558389,3.933496,8.799816,3.121670,4.202167,54.737313,58.020623,55.472348,67.517091,1.249000
1.947151,2.593046,3.941263,8.925345,3.187897,4.212031,54.737313,57.928543,55.472348,67.958676,1.278000
1.947151,2.593046,3.941263,8.925345,3.187897,4.212031,54.904055,57.928543,54.326548,67.958676,1.309000
1.925886,2.585806,3.996204,8.906836,3.192478,4.131509,54.904055,60.544854,54.326548,66.591861,1.336000
1.925886,2.585806,3.996204,8.906836,3.192478,4.131509,55.090591,60.544854,54.533285,66.591861,1.371000
1.939044,2.599807,4.000959,8.890035,3.150159,4.072162,55.090591,59.612512,54.533285,67.334824,1.399000
1.939044,2.599807,4.000959,8.890035,3.150159,4.072162,55.082824,59.612512,54.714525,67.334824,1.434000
1.951775,2.585017,3.936560,8.878359,3.163644,3.932838,55.082824,59.106515,54.714525,66.770485,1.461000
1.951775,2.585017,3.936560,8.878359,3.163644,3.932838,53.627026,59.106515,55.323995,66.770485,1.496000
1.986313,2.640345,3.861489,8.920428,3.217508,3.910526,53.627026,58.450273,55.323995,71.037978,1.524000
1.986313,2.640345,3.861489,8.920428,3.217508,3.910526,53.472915,58.450273,56.574859,71.037978,1.558000
1.987264,2.831786,3.724538,9.065788,3.441944,3.932146,53.472915,56.047309,56.574859,71.246949,1.585000
1.987264,2.831786,3.724538,9.065788,3.441944,3.932146,53.671879,56.047309,57.187783,71.246949,1.622000
1.997960,2.831503,3.791750,9.310833,3.670142,4.085346,53.671879,60.081752,57.187783,76.430177,1.653000
1.997960,2.831503,3.791750,9.310833,3.670142,4.085346,54.317197,60.081752,56.542911,76.430177,1.688000
2.002816,2.815641,3.875849,9.508652,3.760562,4.241568,54.317197,54.313920,56.542911,82.556162,1.719000
2.002816,2.815641,3.875849,9.508652,3.760562,4.241568,54.062506,54.313920,58.679329,82.556162,1.761000
1.959379,2.774644,3.947783,9.863964,3.982162,4.414891,54.062506,58.695247,58.679329,83.164671,1.788000
1.959379,2.774644,3.947783,9.863964,3.982162,4.414891,55.157721,58.695247,57.246412,83.164671,1.823000
1.993292,2.736070,3.946598,9.950023,4.068581,4.415695,55.157721,58.003928,57.246412,80.179081,1.854000
1.993292,2.736070,3.946598,9.950023,4.068581,4.415695,55.395153,58.003928,56.534473,80.179081,1.887000
2.003654,2.743950,3.933888,9.798264,4.140658,4.289162,55.395153,60.825159,56.534473,80.396236,1.914000
2.003654,2.743950,3.933888,9.798264,4.140658,4.289162,54.966299,60.825159,57.088618,80.396236,1.948000
2.021725,2.765733,3.869775,9.612961,4.287165,4.233065,54.966299,55.534543,57.088618,80.914903,1.980000
2.021725,2.765733,3.869775,9.612961,4.287165,4.233065,55.714566,55.534543,56.889858,80.914903,2.014000
2.029020,2.789725,3.827373,9.569654,4.364166,4.194813,55.714566,58.637693,56.889858,81.533857,2.045000
2.029020,2.789725,3.827373,9.569654,4.364166,4.194813,55.874355,58.637693,56.248276,81.533857,2.088000
2.021561,2.812785,3.810323,9.591039,4.356890,4.217007,55.874355,57.092975,56.248276,82.669435,2.117000
